ShotMarker Archived Data (generated Feb 11 2026)
Exported 157 strings from Jan 30 to Feb 19 of 2982 total in archive

Feb 19 2026,M1 R1 T11-E8,#11 (11-E8),2258 x 1721,ICFRA F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
Jan 30 2026,unnamed,#10 (10-E7),1715 x 1715,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:49.40 pm,sighter,S1,4,26,249,-144,1623,0.9,-1.4,10.5,6.6,
,11:50.47 pm,sighter,S2,6,26,-16,-90,1582,0.9,-1.1,7.3,7.2,
,11:51.23 pm,,1,6,26,-124,-40,1617,0.8,-1.2,8.3,9.7,
,11:52.24 pm,,2,5,26,-190,49,1609,0.6,-1.2,2.9,11,
,11:53.07 pm,,3,5,26,-242,84,1625,1.1,-1.4,7.3,11.4,
,11:53.51 pm,,4,4,26,-260,84,1637,1.2,-1,1,9.3,
,11:54.19 pm,,5,6,26,61,80,1610,0.7,-1.7,12.8,9.6,
,11:54.37 pm,,6,6,26,25,74,1628,1.1,-1.4,8.3,8.4,
,11:55.00 pm,,7,4,26,-193,199,1631,0.7,-0.8,5.4,9.8,

Jan 30 2026, Buck 2,#27 (27-E3 CRC),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:41.59 pm,sighter,S1,5,25,140,-49,1552,0.9,0.7,11.6,14.2,
,11:42.32 pm,sighter,S2,5,25,10,205,1565,0.8,1.2,9.4,13.2,
,11:43.10 pm,,1,V,25,33,60,1578,1.2,1,7.3,8.6,
,11:43.42 pm,,2,5,25,161,9,1549,1.2,1.1,11.6,13.5,
,11:44.06 pm,,3,V,25,60,-55,1551,1.4,0.9,9.4,12.6,
,11:44.29 pm,,4,V,25,-33,6,1558,1.2,1.5,5.4,12.6,
,11:44.54 pm,,5,5,25,130,-102,1565,1.5,0.8,10.5,10.1,
,11:45.24 pm,,6,V,25,55,109,1566,1.9,1.1,9.4,16.4,
,11:45.51 pm,,7,5,25,108,-146,1561,1.5,0.7,16.6,10.4,
,11:46.33 pm,,8,5,25,146,12,1549,1.8,1.6,2.9,17.9,
,11:47.11 pm,,9,V,25,-43,-49,1554,0.9,1.1,10.5,11.8,
,11:47.34 pm,,10,V,25,59,40,1562,1.5,0.9,5.4,11.8,

Jan 30 2026,Jordan 2,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:39.15 pm,sighter,S1,V,25,-105,-29,1519,-0.5,0.3,6.3,7,
,11:40.10 pm,sighter,S2,4,25,-82,-285,1485,-0.8,0.1,3.7,5.7,
,11:41.41 pm,,1,4,25,-100,-269,1500,-1,-0.4,4.5,2.6,
,11:42.29 pm,,2,5,25,-228,64,1531,-1.3,0.5,0.6,3.8,
,11:43.13 pm,,3,V,25,86,-9,1480,-0.3,0,3.7,4.8,
,11:43.47 pm,,4,5,25,-87,-145,1477,-0.7,0.8,2.9,7.6,
,11:44.19 pm,,5,4,25,-287,-3,1512,-0.7,0.4,8.3,4.2,
,11:45.10 pm,,6,4,25,-339,-161,1497,-0.6,0.1,4.5,7.9,
,11:46.02 pm,,7,5,25,-137,190,1527,-0.6,0.4,2.9,3,
,11:46.32 pm,,8,5,25,29,156,1526,-0.2,0.1,9.4,4.3,
,11:47.08 pm,,9,V,25,-46,101,1504,-0.6,0.3,1,6.4,
,11:47.48 pm,,10,5,25,177,-31,1485,-0.8,-0.2,9.4,6.8,

Jan 30 2026,unnamed,#29 (29-E5 CRC),1715 x 1715,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:37.10 pm,sighter/incomplete,S1,5,25,-157,-51,1492,0.5,0.6,,0,
,11:37.53 pm,sighter/incomplete,S2,4,25,-309,39,1518,1.1,1.6,,0,
,11:40.04 pm,incomplete,1,4,25,-222,-227,1508,0.3,0.9,,0,

Jan 30 2026,Try shootig,#23 (23-FX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:36.49 pm,sighter,S1,4,25,316,170,1330,1,-0.1,16.6,34.2,
,11:37.55 pm,sighter,S2,4,25,-379,98,1356,0.9,0,14,25.3,
,11:38.33 pm,,1,6,25,-30,-64,1325,0.9,0.1,8.3,20.5,
,11:39.02 pm,,2,5,25,-198,-59,1365,0.9,-0.3,9.4,25.1,
,11:39.42 pm,,3,6,25,115,11,1353,0.6,0.4,3.7,21.7,
,11:40.21 pm,,4,4,25,176,230,1326,0.9,-0.5,11.6,32.4,
,11:40.50 pm,,5,5,25,43,126,1358,1.1,0.6,9.4,27.4,
,11:41.25 pm,,6,4,25,90,362,1364,0.7,0.2,12.8,30.8,
,11:42.15 pm,,7,6,25,-75,-11,1366,0.5,-0.5,14,23.5,
,11:42.46 pm,,8,5,25,-246,48,1343,0.9,-0.2,10.5,25.2,
,11:43.28 pm,,9,4,25,242,207,1357,0.9,-0.6,14,28.1,
,11:44.02 pm,,10,6,25,-57,-56,1332,0.7,0.3,15.3,26.5,

Jan 30 2026,Ilona no2 but still no1,#10 (10-E7),1715 x 1715,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:42.04 pm,sighter,S1,X,26,-3,-54,1444,1.1,-2.1,3.7,9.7,
,11:42.21 pm,sighter,S2,X,26,-47,8,1415,1.2,-1.3,5.4,12.4,
,11:42.34 pm,,1,6,26,-9,86,1455,1,-1.2,9.4,11.4,
,11:42.47 pm,,2,6,26,94,29,1444,1.6,-1.6,8.3,8.9,
,11:43.04 pm,,3,6,25,41,85,1438,1.2,-1.4,7.3,13,
,11:43.18 pm,,4,6,25,-57,60,1444,1.5,-0.8,7.3,12.8,
,11:43.33 pm,,5,X,25,-49,28,1452,1.1,-0.7,7.3,10.8,
,11:43.47 pm,,6,5,26,-182,-46,1449,1.7,-1.2,7.3,9,
,11:44.05 pm,,7,X,26,26,-34,1434,1.2,-1.2,10.5,10.2,
,11:44.25 pm,,8,5,26,-14,-165,1426,0.9,-1.6,12.8,12.4,

Jan 30 2026,TGH FTR 2,#11 (11-E8),2258 x 1721,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:39.08 pm,sighter/incomplete,S1,5,25,-157,9,1616,0.5,0.9,,0,
,11:40.22 pm,incomplete,1,6,25,45,73,1609,0.7,1,,0,
,11:40.39 pm,incomplete,2,X,25,8,-13,1612,0.5,1.1,,0,
,11:40.46 pm,incomplete,3,X,25,-33,-43,1620,0.8,1.1,,0,
,11:40.56 pm,incomplete,4,5,25,150,-3,1619,0.5,1.2,,0,
,11:41.12 pm,incomplete,5,X,25,-37,6,1597,0.3,0.8,,0,
,11:41.31 pm,incomplete,6,X,25,-23,20,1624,0.7,1.1,,0,
,11:41.41 pm,incomplete,7,6,25,40,-120,1605,0.7,0.1,,0,
,11:41.55 pm,incomplete,8,X,25,-40,0,1613,0.6,0.7,,0,
,11:42.09 pm,incomplete,9,X,25,-28,-13,1599,0.5,0.2,,0,
,11:42.26 pm,incomplete,10,6,25,30,76,1629,0.9,1.1,,0,

Jan 30 2026,Ilona no1 forever ,#10 (10-E7),1715 x 1715,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:36.55 pm,sighter,S1,X,26,-9,43,1435,1.2,-1.7,6.3,8.2,
,11:37.12 pm,sighter,S2,5,26,-53,150,1456,1.1,-0.9,9.4,10.4,
,11:37.35 pm,,1,5,26,-78,179,1455,1.1,-1.1,4.5,15.4,
,11:37.55 pm,,2,5,26,-44,-239,1432,1.5,-1.4,3.7,9.6,
,11:38.14 pm,,3,5,26,-133,-109,1426,1.4,-1,8.3,12.8,
,11:38.30 pm,,4,5,26,83,-125,1437,1.2,-0.9,5.4,10.2,
,11:38.47 pm,,5,5,26,55,188,1457,0.7,-1.6,7.3,10.2,
,11:39.06 pm,,6,X,26,-60,17,1438,1.3,-1.2,7.3,11.5,
,11:39.26 pm,,7,6,26,104,-32,1428,1.2,-1,9.4,11.4,
,11:39.41 pm,,8,6,26,18,77,1446,1,-1.5,9.4,10.2,

Jan 30 2026,unnamed,#28 (28-E4 CRC),2258 x 1721,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:23.53 pm,sighter,S1,5,26,-160,117,1683,-0.2,-2.2,0.6,0.9,
,11:26.12 pm,,1,X,26,33,28,1675,0.2,-3,0.2,3,
,11:29.38 pm,,2,6,25,-60,46,1660,-0.2,-2.3,2.9,1.5,
,11:30.10 pm,,3,4,25,-181,236,1683,0,-2.3,4.5,0.3,
,11:30.43 pm,,4,5,25,-221,7,1684,-0.1,-3,4.5,2.3,
,11:31.11 pm,,5,5,25,129,188,1684,-0.5,-2.4,4.5,0.7,
,11:31.58 pm,,6,4,25,105,363,1694,0,-1.5,7.3,3.5,
,11:32.45 pm,,7,5,25,225,114,1668,-0.1,-2.2,0.6,1,
,11:34.53 pm,,8,5,25,-82,173,1675,0,-2.2,0.6,1.3,
,11:37.46 pm,,9,3,25,-529,66,1668,0.5,-2.3,4.5,4.5,
,11:38.16 pm,,10,3,25,-418,48,1675,0,-2.7,0.6,7.1,

Jan 30 2026,Matt d 1,#11 (11-E8),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:27.25 pm,sighter/incomplete,S1,5,25,-102,115,1622,0.6,0.3,,0,
,11:28.32 pm,sighter/incomplete,S2,5,25,-145,144,1636,0.7,1.2,,0,
,11:29.20 pm,incomplete,1,5,25,-199,126,1627,0.6,0.4,,0,
,11:31.16 pm,incomplete,2,X,25,-37,-43,1658,0.9,1.2,,0,
,11:31.59 pm,incomplete,3,6,25,-92,-47,1629,0.9,-0.2,,0,
,11:32.39 pm,incomplete,4,6,25,-70,-109,1642,1.4,1.4,,0,
,11:34.08 pm,incomplete,5,6,25,19,-77,1651,0.9,1.1,,0,
,11:35.34 pm,incomplete,6,4,25,274,16,1650,1.1,1.1,,0,
,11:36.13 pm,incomplete,7,5,25,214,18,1645,0.9,1,,0,
,11:37.18 pm,incomplete,8,5,25,-180,130,1656,0.7,1.1,,0,

Jan 30 2026,Phil 1,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:30.27 pm,sighter,S1,3,25,32,-496,1507,-0.5,0.4,7.3,4.4,
,11:31.02 pm,sighter,S2,5,25,15,146,1521,-0.5,-0.2,5.4,2.7,
,11:31.38 pm,,1,V,25,-17,-9,1542,-0.4,0.2,4.5,5.9,
,11:32.02 pm,,2,V,25,-29,31,1536,-0.2,0,0.6,5.9,
,11:32.26 pm,,3,5,25,42,-225,1491,-0.3,-0.1,2.2,11,
,11:32.54 pm,,4,V,25,-28,-62,1519,-0.8,0.3,7.3,4.3,
,11:33.14 pm,,5,5,25,73,-242,1507,-0.7,0.1,4.5,8.5,
,11:33.37 pm,,6,5,25,-88,-140,1499,-0.5,0.5,2.9,5.9,
,11:34.01 pm,,7,5,25,-13,-133,1498,-0.6,0.3,6.3,7,
,11:34.23 pm,,8,5,25,-83,-168,1504,-0.6,0.4,2.9,7.7,
,11:34.54 pm,,9,V,25,-13,-64,1518,-0.2,0.7,4.5,4.4,
,11:35.17 pm,,10,5,25,82,150,1530,-0.6,0.5,1.6,5.5,

Jan 30 2026,unnamed,#3 (3-DX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:33.17 pm,sighter,S1,2,25,316,-694,1348,0.6,2.5,8.3,6.1,

Jan 30 2026,unnamed,#23 (23-FX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:35.13 pm,sighter,S1,1,25,927,336,1359,1.4,-0.1,6.3,48.5,

Jan 30 2026,Jordan 1,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:19.33 pm,inserted,1,0,
,11:18.22 pm,sighter,S1,4,25,4,-303,1488,-0.3,-0.1,1.6,7.1,
,11:19.45 pm,,2,V,25,12,107,1513,-0.7,0.2,1,7.3,
,11:20.27 pm,,3,V,25,3,-56,1485,-0.1,0,1,6.2,
,11:21.31 pm,,4,V,26,-70,79,1509,-0.5,0.5,0.2,5.5,
,11:22.25 pm,,5,V,26,89,33,1494,-0.5,0.5,11.6,2.3,
,11:23.22 pm,,6,V,26,-110,51,1512,-0.3,-0.1,3.7,5,
,11:24.22 pm,,7,5,26,-35,235,1557,-0.1,-0.4,1,1.8,
,11:25.48 pm,,8,5,26,-98,140,1530,0.3,0.6,0.6,4.8,
,11:26.53 pm,,9,4,26,-188,-278,1475,-0.3,0.5,3.7,9.2,
,11:27.58 pm,,10,4,26,-130,-257,1471,-0.4,0.5,12.8,17.3,
,11:29.15 pm,,11,4,25,-206,253,1506,-0.6,0,0.2,3.6,

Jan 30 2026,unnamed,#27 (27-E3 CRC),2258 x 1721,DCRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:16.49 pm,sighter/incomplete,RS1,4,25,-530,94,1498,-5.9,-0.9,,0,

Jan 30 2026,TGH-FTR 1,#11 (11-E8),2258 x 1721,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:21.38 pm,sighter/incomplete,S1,3,25,421,132,1608,0.2,1.1,,0,
,11:22.28 pm,incomplete,1,6,25,116,40,1612,0.8,1.1,,0,
,11:23.03 pm,incomplete,2,X,25,-33,7,1620,0.8,1.2,,0,
,11:23.13 pm,incomplete,3,X,25,39,-47,1613,1.2,1.1,,0,
,11:23.22 pm,incomplete,4,X,25,-12,-50,1624,1.2,1.2,,0,
,11:23.36 pm,incomplete,5,X,25,-62,-19,1618,0.6,0.7,,0,
,11:23.48 pm,incomplete,6,6,25,5,-76,1617,1.1,0.7,,0,
,11:24.09 pm,incomplete,7,5,25,-103,-84,1616,1.1,1.1,,0,
,11:24.42 pm,incomplete,8,6,25,-11,-88,1611,0.7,0.6,,0,
,11:25.13 pm,incomplete,9,6,25,-88,95,1639,0.5,1.2,,0,
,11:25.38 pm,incomplete,10,X,25,-40,-10,1616,0.8,0.7,,0,

Jan 30 2026,Test,#11 (11-E8),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:14.48 pm,sighter/incomplete,S1,1,25,940,-444,1606,0.6,1.1,,0,
,11:16.15 pm,sighter/incomplete,S2,5,25,-132,178,1627,0.9,0.6,,0,
,11:17.21 pm,incomplete,1,6,25,-79,95,1640,0.9,1.6,,0,
,11:18.34 pm,incomplete,2,5,25,-160,50,1631,1,0.7,,0,
,11:19.16 pm,incomplete,3,5,25,-225,47,1624,0.9,1.1,,0,

Jan 30 2026,unnamed,#28 (28-E4 CRC),2258 x 1721,ICFRA F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:14.52 pm,sighter,S1,3,25,-205,-281,1629,0.6,-2.7,8.3,9.8,
,11:15.32 pm,sighter,S2,4,25,119,57,1657,-0.3,-2.3,1,0.9,
,11:16.31 pm,,1,3,25,302,131,1673,-0.3,-2.5,1.6,2.2,
,11:17.08 pm,,2,4,25,158,75,1665,-0.3,-2.5,4.5,0.3,
,11:17.38 pm,,3,2,25,506,70,1671,-0.1,-2.5,6.3,2.7,
,11:18.49 pm,,4,4,26,24,145,1674,-0.1,-2.1,0.6,0.5,

Jan 30 2026,David B 2nd,#10 (10-E7),1715 x 1715,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:10.47 pm,sighter,S1,5,26,166,153,1455,1.1,-1.3,9.4,13.2,
,11:11.03 pm,sighter,S2,X,26,-4,-36,1442,1.2,-1.4,7.3,10.4,
,11:11.35 pm,,1,5,26,10,-161,1418,1.4,-1.4,6.3,9.6,
,11:11.58 pm,,2,4,26,-10,-262,1411,1.1,-2,11.6,11.3,
,11:12.08 pm,,3,6,26,96,77,1426,1.7,-1.4,3.7,11.9,
,11:13.02 pm,,4,4,26,80,327,1434,1.4,-1.8,10.5,15.5,
,11:13.15 pm,,5,5,26,114,106,1462,1.8,-1.5,16.6,11.5,
,11:13.28 pm,,6,6,26,89,-27,1446,1.1,-1,11.6,9.2,
,11:13.39 pm,,7,6,26,83,-91,1433,1.4,-1.5,12.8,11,
,11:13.49 pm,,8,4,26,125,-232,1409,1.2,-2.1,19.2,8.6,
,11:14.08 pm,,9,X,26,-64,19,1445,1.1,-1.6,10.5,11.8,

Jan 30 2026,Biucll,#27 (27-E3 CRC),2258 x 1721,DCRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:01.49 pm,sighter,S1,3,25,847,-3,1574,1.6,0.1,10.5,12.4,
,11:03.00 pm,sighter,S2,V,25,75,-27,1554,1.4,0.4,8.3,11.1,
,11:03.41 pm,,1,V,25,-91,57,1552,1.4,1.1,11.6,11.9,
,11:04.00 pm,,2,V,25,13,105,1569,0.9,0.9,7.3,9.7,
,11:04.22 pm,,3,5,25,-93,-133,1543,1.4,0.7,17.9,14.3,
,11:04.47 pm,,4,V,25,-9,7,1571,1.1,0.7,7.3,12.3,
,11:05.07 pm,,5,5,25,85,-157,1536,1.5,0.8,9.4,11.9,
,11:05.33 pm,,6,V,25,28,-112,1549,1.2,0.6,12.8,8.4,
,11:06.16 pm,,7,V,25,75,-98,1536,1.4,0.7,10.5,11.9,
,11:06.38 pm,,8,V,25,-20,-71,1553,1.5,0.5,12.8,10,
,11:07.02 pm,,9,V,25,-34,120,1561,1.5,0.4,8.3,9.9,

Jan 30 2026,Justin p s1,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:02.21 pm,sighter,S1,5,25,155,-29,1662,-0.6,0.3,0.6,3.6,
,11:02.39 pm,,1,V,25,64,24,1663,-0.7,0.9,1,2,
,11:03.03 pm,,2,V,25,87,22,1668,-0.7,0.4,2.2,2.8,
,11:03.20 pm,,3,V,25,-18,-96,1641,-0.4,0.1,0.6,5.2,
,11:03.33 pm,,4,V,25,-23,-26,1658,-0.3,0.1,2.9,7.5,
,11:03.49 pm,,5,5,25,-71,210,1695,-0.1,0,0.6,1.3,
,11:04.08 pm,,6,V,25,-10,36,1676,-0.6,0.5,3.7,4.7,
,11:04.24 pm,,7,5,25,-70,149,1702,-0.7,0.7,5.4,3.8,
,11:04.37 pm,,8,V,25,-46,44,1682,-0.4,0.4,3.7,4.9,
,11:04.50 pm,,9,5,25,-175,-108,1677,-0.6,0.1,2.2,8.6,
,11:05.03 pm,,10,V,25,-82,78,1685,-0.6,0.7,0.2,3.6,

Jan 30 2026,Justin P_1,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:55.39 pm,sighter,S1,3,26,458,21,1642,-0.8,0.5,1.6,1.7,
,10:56.24 pm,,1,V,25,-45,44,1650,-0.5,-0.1,5.4,1.6,
,10:56.49 pm,,2,V,26,6,-36,1635,-0.6,-0.1,1,7.1,
,10:57.09 pm,,3,5,26,-151,95,1662,-0.7,0.4,5.4,4.2,
,10:57.29 pm,,4,5,26,60,208,1686,-0.3,0.1,2.2,1.9,
,10:57.59 pm,,5,V,26,50,-91,1660,-0.5,1.1,2.9,3.7,
,10:58.20 pm,,6,5,26,-126,42,1679,-0.9,0.5,0.2,3.8,
,10:58.35 pm,,7,V,26,87,-83,1646,-0.5,0.2,0.6,3.7,
,10:59.02 pm,,8,V,26,-107,1,1670,-0.5,0.6,3.7,6.1,
,10:59.22 pm,,9,V,26,-93,72,1669,-0.4,0.3,1,3.3,
,10:59.37 pm,,10,4,26,130,-242,1641,-0.6,0.6,2.9,7.2,

Jan 30 2026,David b s1,#10 (10-E7),1715 x 1715,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:52.52 pm,sighter,S1,2,26,-541,-194,1438,1.1,-1,7.3,11.1,
,10:53.28 pm,sighter,S2,X,26,-37,-51,1440,0.9,-1.2,10.5,12.4,
,10:53.40 pm,,1,6,26,-89,-25,1442,0.7,-1.8,7.3,12.3,
,10:53.52 pm,,2,X,26,-36,-29,1442,1.5,-1.1,6.3,11.5,
,10:54.06 pm,,3,6,26,-30,-61,1436,1.7,-1.8,11.6,8.3,
,10:54.19 pm,,4,X,26,-37,-20,1439,1.3,-1.2,8.3,10.6,
,10:54.32 pm,,5,X,26,20,-21,1439,1.5,-2.1,11.6,9.2,
,10:54.45 pm,,6,6,26,31,-113,1439,1.4,-2.1,15.3,8.2,
,10:54.57 pm,,7,6,26,42,-98,1432,1.3,-1.2,8.3,8.5,
,10:55.11 pm,,8,5,26,12,-142,1413,0.8,-1.4,9.4,12.8,
,10:55.26 pm,,9,X,26,-38,-38,1440,1.4,-1.9,8.3,11.1,

Jan 30 2026,TGH test,#11 (11-E8),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:52.33 pm,sighter/incomplete,S1,4,25,293,65,1620,0.6,1,,0,
,10:53.40 pm,sighter/incomplete,S2,X,25,-61,11,1639,0.5,1,,0,
,10:54.05 pm,incomplete,1,6,25,-108,1,1623,0.9,1,,0,
,10:54.39 pm,incomplete,2,5,25,147,-105,1607,0.8,0.9,,0,
,10:55.07 pm,incomplete,3,X,25,-18,-2,1613,1,0.6,,0,
,10:56.22 pm,incomplete,4,5,25,-60,153,1637,0.9,1.1,,0,
,10:56.42 pm,incomplete,5,5,25,-74,137,1632,0.2,0.8,,0,
,10:57.08 pm,incomplete,6,5,25,21,224,1626,1.1,0.8,,0,
,10:57.28 pm,incomplete,7,5,25,-59,127,1629,0.8,0.8,,0,
,10:57.57 pm,incomplete,8,5,25,-113,214,1651,1.4,1.1,,0,

Jan 30 2026,unnamed,#27 (27-E3 CRC),2258 x 1721,ICFRA-2008 F-Class 600m/700y at 600m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:39.56 am,sighter,S1,3,25,331,-244,1864,1.1,0.5,16.6,14.3,

Jan 30 2026,unnamed,#3 (3-DX),2258 x 1721,ICFRA-2008 F-Class 600m/700y at 600m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,4:29.35 am,sighter,S1,4,24,55,168,1911,-1.7,-2.6,3.7,8.3,
,4:30.35 am,sighter,S2,4,24,225,236,1872,-2.3,-2.3,3.7,7.8,
,4:32.02 am,,1,6,24,-52,54,1889,-1.7,-2.4,1,4.1,
,4:33.05 am,,2,6,24,27,-56,1916,-1.4,-2.6,1,6.2,
,4:33.34 am,,3,X,24,0,-12,1914,-2,-2.6,6.3,8.1,
,4:34.34 am,,4,5,24,52,84,1909,-2,-3,4.5,8.1,
,4:35.23 am,,5,5,24,-152,-36,1902,-1.5,-2.9,10.5,8.2,
,4:36.06 am,,6,5,24,91,-70,1944,-1.1,-3.4,6.3,9.2,
,4:36.44 am,,7,5,24,-107,29,1926,-1.4,-2.3,5.4,7.1,
,4:37.21 am,,8,5,24,-6,-91,1893,-1.6,-2.8,1,8.4,
,4:37.41 am,,9,6,24,-77,-16,1883,-1.7,-2.4,0.6,4.9,
,4:38.03 am,,10,5,24,61,147,1899,-2.3,-2.6,2.2,5.1,
